,,,,,,,,,,,,,,,,Threshold,0.5,Coefficient,10,1,5,20,,WEIGHTED ACCURACY,,,,,,,
,498,0,33,1,198113.86,1,1,0,69664.35,1,0,0,0,0.273695149309159,0,0.226304850690841,0,TRUE,0,1,0,0,,,,,,,,,
,535,0,47,0,160729.1,1,0,1,145986.35,1,0,0,0,0.273705132625786,0,0.226294867374214,0,TRUE,0,1,0,0,,,,,,,,,
,592,0,31,7,124593.23,1,1,0,86079.67,0,1,0,0,0.274254420474911,0,0.225745579525089,0,TRUE,0,1,0,0,,,,,,,,,
,605,1,48,10,150315.92,1,0,1,133486.36,0,0,1,0,0.274313981684053,0,0.225686018315947,0,TRUE,0,1,0,0,,,,,,,,,
,734,0,51,1,118537.47,1,1,1,116912.45,1,0,0,0,0.274705337396141,0,0.225294662603859,0,TRUE,0,1,0,0,,,,,,,,,
,633,0,59,5,0,1,1,1,137273.97,1,0,0,0,0.274956253610679,0,0.225043746389321,0,TRUE,0,1,0,0,,,,,,,,,
,520,0,32,5,110029.77,1,1,0,56246.69,0,1,0,0,0.275027937647671,0,0.224972062352329,0,TRUE,0,1,0,0,,,,,,,,,
,696,1,35,4,174902.26,1,1,0,69079.85,0,1,0,0,0.275127211499978,0,0.224872788500022,0,TRUE,0,1,0,0,,,,,,,,,
,564,0,33,3,109341.87,1,1,0,75632.78,0,1,0,0,0.275322244522874,0,0.224677755477126,0,TRUE,0,1,0,0,,,,,,,,,
,677,0,46,2,57037.74,1,1,1,158531.01,1,0,0,0,0.275675414990312,0,0.224324585009688,0,TRUE,0,1,0,0,,,,,,,,,
,720,0,52,7,0,1,1,1,14781.12,1,0,0,0,0.275867829634583,0,0.224132170365417,0,TRUE,0,1,0,0,,,,,,,,,
,596,1,54,0,78126.28,1,1,1,153482.91,0,0,1,0,0.276208598520973,1,0.223791401479027,0,FALSE,0,0,0,1,,,,,,,,,
,627,0,52,1,76101.81,2,0,1,177238.35,0,1,0,0,0.276329596702988,0,0.223670403297012,0,TRUE,0,1,0,0,,,,,,,,,
,545,0,45,6,93796.42,2,1,1,162321.26,0,1,0,0,0.276446329806556,0,0.223553670193444,0,TRUE,0,1,0,0,,,,,,,,,
,627,0,62,3,143426.34,2,1,1,143104.3,0,1,0,0,0.277252076788006,0,0.222747923211994,0,TRUE,0,1,0,0,,,,,,,,,
,787,0,51,0,58137.08,1,0,1,142538.31,1,0,0,0,0.277343786144956,0,0.222656213855044,0,TRUE,0,1,0,0,,,,,,,,,
,592,1,62,5,0,1,1,1,100941.57,1,0,0,0,0.27783242808185,0,0.22216757191815,0,TRUE,0,1,0,0,,,,,,,,,
,818,1,72,8,135290.42,2,1,1,63729.72,0,1,0,0,0.278009664804156,0,0.221990335195843,0,TRUE,0,1,0,0,,,,,,,,,
,586,0,32,1,149814.54,1,1,0,31830.06,0,1,0,0,0.278135847382575,0,0.221864152617425,0,TRUE,0,1,0,0,,,,,,,,,
,628,1,51,3,123981.31,2,1,1,40546.15,1,0,0,0,0.279198285855736,0,0.220801714144264,0,TRUE,0,1,0,0,,,,,,,,,
,798,1,39,6,119787.76,1,1,1,164248.33,0,1,0,0,0.280181371688758,0,0.219818628311242,0,TRUE,0,1,0,0,,,,,,,,,
,415,0,53,5,167259.44,1,1,1,22357.25,0,0,1,0,0.28068009368752,0,0.21931990631248,0,TRUE,0,1,0,0,,,,,,,,,
,806,0,48,4,164701.68,1,1,1,21439.49,1,0,0,0,0.281197250548039,0,0.218802749451961,0,TRUE,0,1,0,0,,,,,,,,,
,546,1,25,3,132837.7,1,1,0,131647.31,0,1,0,0,0.281239998853425,0,0.218760001146575,0,TRUE,0,1,0,0,,,,,,,,,
,540,0,39,1,82531.11,1,1,0,114092.52,0,1,0,0,0.281355790265913,0,0.218644209734087,0,TRUE,0,1,0,0,,,,,,,,,
,764,0,28,10,124023.18,1,1,0,166188.28,0,1,0,0,0.281716080515795,0,0.218283919484205,0,TRUE,0,1,0,0,,,,,,,,,
,749,1,44,0,71497.79,2,0,0,151083.8,0,1,0,0,0.281835004572614,0,0.218164995427386,0,TRUE,0,1,0,0,,,,,,,,,
,592,0,54,8,0,1,1,1,28737.71,1,0,0,0,0.28199480966278,1,0.21800519033722,0,FALSE,0,0,0,1,,,,,,,,,
,651,1,34,10,148962.46,1,1,0,66389.43,0,1,0,0,0.282154935302934,1,0.217845064697066,0,FALSE,0,0,0,1,,,,,,,,,
,684,1,44,2,133776.86,2,0,1,49865.04,0,1,0,0,0.282389189646455,0,0.217610810353544,0,TRUE,0,1,0,0,,,,,,,,,
,531,1,31,7,117052.82,1,1,0,118508.09,0,1,0,0,0.282617857341452,1,0.217382142658547,0,FALSE,0,0,0,1,,,,,,,,,
,663,1,37,8,155303.71,1,1,0,118716.63,0,1,0,0,0.282937048372925,0,0.217062951627075,0,TRUE,0,1,0,0,,,,,,,,,
,646,1,45,3,47134.75,1,1,1,57236.44,1,0,0,0,0.283640673549646,0,0.216359326450354,0,TRUE,0,1,0,0,,,,,,,,,
,680,0,49,10,0,2,1,0,187008.45,1,0,0,0,0.283873902908873,0,0.216126097091127,0,TRUE,0,1,0,0,,,,,,,,,
,665,0,32,1,132178.67,1,0,0,11865.76,0,1,0,0,0.284250580304749,0,0.215749419695251,0,TRUE,0,1,0,0,,,,,,,,,
,850,0,38,5,146756.68,1,1,0,78268.61,0,1,0,0,0.284354251200464,0,0.215645748799536,0,TRUE,0,1,0,0,,,,,,,,,
,814,0,49,8,0,2,0,0,157822.54,1,0,0,0,0.284379360397572,0,0.215620639602428,0,TRUE,0,1,0,0,,,,,,,,,
,562,0,48,3,92347.96,1,1,1,163116.75,1,0,0,0,0.284624893572267,0,0.215375106427733,0,TRUE,0,1,0,0,,,,,,,,,
,677,1,26,3,102395.79,1,1,0,119368.99,0,1,0,0,0.284947652997343,0,0.215052347002657,0,TRUE,0,1,0,0,,,,,,,,,
,511,1,41,8,153895.65,1,1,1,39087.42,0,1,0,0,0.285298754535151,0,0.214701245464849,0,TRUE,0,1,0,0,,,,,,,,,
,625,1,39,10,129845.26,1,1,1,96444.88,0,1,0,0,0.285777513301347,0,0.214222486698653,0,TRUE,0,1,0,0,,,,,,,,,
,762,0,32,10,191775.65,1,1,0,179657.83,1,0,0,0,0.285812599641788,0,0.214187400358212,0,TRUE,0,1,0,0,,,,,,,,,
,720,1,37,8,156282.79,1,1,0,45985.52,0,1,0,0,0.28592955838074,0,0.21407044161926,0,TRUE,0,1,0,0,,,,,,,,,
,669,1,30,7,139872.81,1,1,0,188795.85,0,1,0,0,0.286212138120323,0,0.213787861879677,0,TRUE,0,1,0,0,,,,,,,,,
,731,0,37,3,116880.53,1,0,0,172718.35,0,1,0,0,0.286308097219463,1,0.213691902780537,0,FALSE,0,0,0,1,,,,,,,,,
,741,1,60,5,0,1,1,1,38914.51,1,0,0,0,0.28641248421002,0,0.21358751578998,0,TRUE,0,1,0,0,,,,,,,,,
,697,1,45,1,0,2,1,0,46807.62,1,0,0,0,0.286513455877283,1,0.213486544122717,0,FALSE,0,0,0,1,,,,,,,,,
,716,1,18,3,128743.8,1,0,0,197322.13,0,1,0,0,0.287567429958524,0,0.212432570041476,0,TRUE,0,1,0,0,,,,,,,,,
,800,0,39,4,95252.72,1,1,0,13906.34,0,1,0,0,0.287814551901037,0,0.212185448098963,0,TRUE,0,1,0,0,,,,,,,,,
,704,1,24,7,113034.22,1,1,0,162503.48,0,1,0,0,0.287981947222966,1,0.212018052777034,0,FALSE,0,0,0,1,,,,,,,,,
,648,0,37,6,131753.41,1,1,0,86894.67,0,1,0,0,0.288123841695496,0,0.211876158304503,0,TRUE,0,1,0,0,,,,,,,,,
,756,0,27,1,131899,1,1,0,93302.29,0,1,0,0,0.288222344832332,0,0.211777655167668,0,TRUE,0,1,0,0,,,,,,,,,
,569,1,28,3,100032.52,1,1,0,5159.21,0,1,0,0,0.28908583375243,1,0.21091416624757,0,FALSE,0,0,0,1,,,,,,,,,
,606,0,38,3,99897.53,1,0,0,37054.65,0,1,0,0,0.289247292478806,0,0.210752707521194,0,TRUE,0,1,0,0,,,,,,,,,
,577,0,43,8,79757.21,1,1,0,135650.72,0,0,1,0,0.289298474132712,1,0.210701525867288,0,FALSE,0,0,0,1,,,,,,,,,
,773,0,52,4,0,1,0,1,144113.42,1,0,0,0,0.289686940871842,0,0.210313059128158,0,TRUE,0,1,0,0,,,,,,,,,
,850,1,26,8,123126.29,1,1,0,74425.41,0,1,0,0,0.289854508526782,0,0.210145491473218,0,TRUE,0,1,0,0,,,,,,,,,
,739,1,25,5,113113.12,1,1,0,129181.27,0,1,0,0,0.290231840911078,0,0.209768159088922,0,TRUE,0,1,0,0,,,,,,,,,
,657,0,44,6,76495.04,1,1,0,79071.89,1,0,0,0,0.290329180582393,0,0.209670819417607,0,TRUE,0,1,0,0,,,,,,,,,
,584,1,41,3,88594.93,1,1,0,178997.89,0,1,0,0,0.290517577359363,0,0.209482422640636,0,TRUE,0,1,0,0,,,,,,,,,
,748,1,31,1,99557.94,1,1,0,199255.32,0,1,0,0,0.290993958725936,0,0.209006041274064,0,TRUE,0,1,0,0,,,,,,,,,
,684,1,26,2,114035.39,1,0,0,96885.19,0,1,0,0,0.291029672278136,0,0.208970327721864,0,TRUE,0,1,0,0,,,,,,,,,
,837,0,35,0,144037.6,1,1,0,145325.32,0,1,0,0,0.291296147189035,0,0.208703852810965,0,TRUE,0,1,0,0,,,,,,,,,
,774,1,47,6,94722.88,1,0,1,61450.96,1,0,0,0,0.291625030794224,0,0.208374969205776,0,TRUE,0,1,0,0,,,,,,,,,
,612,1,63,2,126473.33,1,0,1,147545.65,1,0,0,0,0.292266700058754,0,0.207733299941246,0,TRUE,0,1,0,0,,,,,,,,,
,584,1,59,1,0,1,0,1,130260.11,0,0,1,0,0.292325888101309,1,0.207674111898691,0,FALSE,0,0,0,1,,,,,,,,,
,710,1,51,4,93656.95,1,0,1,141400.51,0,0,1,0,0.292343048382969,1,0.207656951617031,0,FALSE,0,0,0,1,,,,,,,,,
,672,1,23,10,110741.56,1,1,0,80778.5,0,1,0,0,0.292456825280185,0,0.207543174719815,0,TRUE,0,1,0,0,,,,,,,,,
,723,1,45,4,0,2,1,0,37214.39,0,0,1,0,0.292648927258207,0,0.207351072741793,0,TRUE,0,1,0,0,,,,,,,,,
,633,1,29,0,138577.34,1,1,0,193362.99,0,1,0,0,0.292723844179115,0,0.207276155820885,0,TRUE,0,1,0,0,,,,,,,,,
,814,0,44,8,95488.82,2,0,0,107013.59,0,1,0,0,0.292887526856364,0,0.207112473143635,0,TRUE,0,1,0,0,,,,,,,,,
,702,0,43,6,116121.67,1,1,0,61602.42,0,0,1,0,0.293173693841693,0,0.206826306158307,0,TRUE,0,1,0,0,,,,,,,,,
,793,1,34,5,127758.09,1,1,0,143357.03,0,1,0,0,0.29336010520993,0,0.20663989479007,0,TRUE,0,1,0,0,,,,,,,,,
,631,1,33,4,123246.7,1,0,0,112687.57,0,1,0,0,0.293680596807169,0,0.20631940319283,0,TRUE,0,1,0,0,,,,,,,,,
,730,1,33,7,130367.87,1,1,0,15142.1,0,1,0,0,0.294192773508849,1,0.205807226491151,0,FALSE,0,0,0,1,,,,,,,,,
,807,1,40,1,134590.21,1,1,1,46253.65,0,1,0,0,0.29426969847705,0,0.20573030152295,0,TRUE,0,1,0,0,,,,,,,,,
,671,1,48,6,119769.77,1,0,1,66032.65,1,0,0,0,0.29433144331622,0,0.20566855668378,0,TRUE,0,1,0,0,,,,,,,,,
,842,1,44,2,112652.08,2,1,0,126644.98,0,0,1,0,0.294527256201988,0,0.205472743798012,0,TRUE,0,1,0,0,,,,,,,,,
,778,1,29,7,123229.46,1,1,0,181221.09,0,1,0,0,0.294629498923969,0,0.205370501076031,0,TRUE,0,1,0,0,,,,,,,,,
,645,0,41,2,93925.3,1,1,0,123982.14,0,1,0,0,0.295658333350199,1,0.2043416666498,0,FALSE,0,0,0,1,,,,,,,,,
,614,0,51,4,40685.92,1,1,1,46775.28,1,0,0,0,0.295844922312895,0,0.204155077687105,0,TRUE,0,1,0,0,,,,,,,,,
,770,0,46,9,190678.02,1,1,1,14725.36,0,0,1,0,0.296759301463338,0,0.203240698536662,0,TRUE,0,1,0,0,,,,,,,,,
,808,0,45,7,118626.55,2,1,0,147132.46,1,0,0,0,0.29679969191026,0,0.20320030808974,0,TRUE,0,1,0,0,,,,,,,,,
,575,1,54,9,68332.96,1,1,1,144390.75,1,0,0,0,0.297958750654917,0,0.202041249345083,0,TRUE,0,1,0,0,,,,,,,,,
,629,1,44,6,125512.98,2,0,0,79082.76,0,0,1,0,0.298137518833751,0,0.201862481166249,0,TRUE,0,1,0,0,,,,,,,,,
,505,0,43,5,136855.94,2,1,0,171070.52,0,1,0,0,0.29816660097995,0,0.20183339902005,0,TRUE,0,1,0,0,,,,,,,,,
,655,1,32,6,130935.56,1,1,0,9241.83,0,1,0,0,0.298622785078808,1,0.201377214921192,0,FALSE,0,0,0,1,,,,,,,,,
,575,1,57,8,137936.94,1,1,1,84475.13,1,0,0,0,0.299088362215763,0,0.200911637784237,0,TRUE,0,1,0,0,,,,,,,,,
,477,1,48,2,129120.64,1,0,1,26475.79,0,0,1,0,0.299101971281349,0,0.200898028718651,0,TRUE,0,1,0,0,,,,,,,,,
,620,1,34,8,102251.57,1,1,0,120672.09,0,1,0,0,0.299533761670774,0,0.200466238329226,0,TRUE,0,1,0,0,,,,,,,,,
,556,1,46,10,0,2,0,0,109184.24,1,0,0,0,0.299892084596452,0,0.200107915403548,0,TRUE,0,1,0,0,,,,,,,,,
,599,1,43,4,0,1,1,0,170347.1,1,0,0,0,0.300305236440582,0,0.199694763559418,0,TRUE,0,1,0,0,,,,,,,,,
,667,0,32,0,103846.65,1,1,0,20560.69,0,1,0,0,0.300358170160225,0,0.199641829839775,0,TRUE,0,1,0,0,,,,,,,,,
,529,0,72,5,94216.05,1,1,1,78695.68,0,1,0,0,0.300848250937447,0,0.199151749062553,0,TRUE,0,1,0,0,,,,,,,,,
,405,0,31,5,133299.67,2,1,1,72950.14,0,1,0,0,0.300883946262476,0,0.199116053737524,0,TRUE,0,1,0,0,,,,,,,,,
,431,0,42,8,120822.86,2,1,0,126153.24,0,1,0,0,0.300973704598541,0,0.199026295401459,0,TRUE,0,1,0,0,,,,,,,,,
,713,0,44,1,63438.91,1,1,0,64375.4,1,0,0,0,0.30108759223467,0,0.19891240776533,0,TRUE,0,1,0,0,,,,,,,,,
,587,1,44,5,125584.17,2,1,1,41852.24,0,1,0,0,0.301184996805173,1,0.198815003194827,0,FALSE,0,0,0,1,,,,,,,,,
,794,0,45,8,88656.37,2,1,0,116547.31,0,0,1,0,0.301280397689825,0,0.198719602310174,0,TRUE,0,1,0,0,,,,,,,,,
,539,1,47,2,127286.04,2,1,1,166929.43,1,0,0,0,0.301306091166865,1,0.198693908833135,0,FALSE,0,0,0,1,,,,,,,,,
,747,0,38,2,129728.6,1,1,0,89289.54,0,1,0,0,0.30141267190066,0,0.198587328099339,0,TRUE,0,1,0,0,,,,,,,,,
,628,0,38,10,113525.84,1,1,0,46044.48,0,1,0,0,0.301556912499371,1,0.198443087500629,0,FALSE,0,0,0,1,,,,,,,,,
,612,0,42,5,141927.1,1,1,1,43018.98,0,1,0,0,0.301613671763652,0,0.198386328236348,0,TRUE,0,1,0,0,,,,,,,,,
,785,1,47,9,122031.55,1,1,1,33823.5,1,0,0,0,0.301715219531423,1,0.198284780468577,0,FALSE,0,0,0,1,,,,,,,,,
,741,0,38,4,128015.83,1,1,0,58440.43,0,1,0,0,0.301862723260442,0,0.198137276739558,0,TRUE,0,1,0,0,,,,,,,,,
,807,1,42,1,0,1,1,0,16500.66,0,0,1,0,0.301938801361622,1,0.198061198638378,0,FALSE,0,0,0,1,,,,,,,,,
,515,1,37,0,196853.62,1,1,1,132770.11,1,0,0,0,0.302077382615261,0,0.197922617384739,0,TRUE,0,1,0,0,,,,,,,,,
,536,1,35,4,121520.36,1,0,0,77178.42,0,1,0,0,0.303185538411836,0,0.196814461588164,0,TRUE,0,1,0,0,,,,,,,,,
,656,1,45,7,145933.27,1,1,1,199392.14,1,0,0,0,0.303353852668727,0,0.196646147331273,0,TRUE,0,1,0,0,,,,,,,,,
,718,0,43,5,132615.73,2,1,0,32999.1,0,1,0,0,0.303516409198532,0,0.196483590801468,0,TRUE,0,1,0,0,,,,,,,,,
,656,0,44,10,143571.52,1,0,0,127444.14,1,0,0,0,0.303713052133768,0,0.196286947866232,0,TRUE,0,1,0,0,,,,,,,,,
,592,1,40,2,200322.45,1,1,1,113244.73,0,0,1,0,0.304139324031727,0,0.195860675968273,0,TRUE,0,1,0,0,,,,,,,,,
,778,0,44,8,123863.64,1,1,0,144494.94,1,0,0,0,0.304187431617476,0,0.195812568382524,0,TRUE,0,1,0,0,,,,,,,,,
,706,1,39,8,112889.91,1,0,1,6723.66,0,1,0,0,0.304716820416114,0,0.195283179583886,0,TRUE,0,1,0,0,,,,,,,,,
,721,0,43,3,88798.34,1,0,0,45610.63,0,0,1,0,0.304771577397866,0,0.195228422602134,0,TRUE,0,1,0,0,,,,,,,,,
,572,1,35,1,139979.07,1,1,0,185662.84,0,1,0,0,0.304886695936762,0,0.195113304063238,0,TRUE,0,1,0,0,,,,,,,,,
,613,1,45,1,187841.99,2,1,1,147224.27,1,0,0,0,0.305489179499475,0,0.194510820500525,0,TRUE,0,1,0,0,,,,,,,,,
,655,1,45,0,0,2,1,0,166830.71,1,0,0,0,0.305719904781645,0,0.194280095218355,0,TRUE,0,1,0,0,,,,,,,,,
,555,0,42,6,107104.5,1,1,1,41304.44,0,1,0,0,0.305741224777149,1,0.194258775222851,0,FALSE,0,0,0,1,,,,,,,,,
,702,0,50,3,0,2,0,0,94949.84,1,0,0,0,0.305909863253304,0,0.194090136746696,0,TRUE,0,1,0,0,,,,,,,,,
,633,0,42,3,126041.02,1,0,1,11796.89,0,1,0,0,0.306290768154124,0,0.193709231845876,0,TRUE,0,1,0,0,,,,,,,,,
,588,1,35,1,103060.63,1,1,0,179866.01,0,1,0,0,0.306601223366786,1,0.193398776633214,0,FALSE,0,0,0,1,,,,,,,,,
,597,1,46,4,0,2,1,0,58667.16,0,0,1,0,0.306890164902882,1,0.193109835097118,0,FALSE,0,0,0,1,,,,,,,,,
,640,1,75,1,106307.91,2,0,1,113428.77,0,1,0,0,0.30713128685222,0,0.19286871314778,0,TRUE,0,1,0,0,,,,,,,,,
,679,1,34,7,121063.85,1,1,0,56984.58,0,1,0,0,0.307358393833671,0,0.192641606166329,0,TRUE,0,1,0,0,,,,,,,,,
,682,0,44,3,115282.3,1,0,0,23766.4,1,0,0,0,0.30738062327403,0,0.19261937672597,0,TRUE,0,1,0,0,,,,,,,,,
,594,0,27,0,197041.8,1,0,0,151912.49,1,0,0,0,0.307652553029701,0,0.192347446970299,0,TRUE,0,1,0,0,,,,,,,,,
,633,1,46,3,0,2,1,0,120250.58,0,0,1,0,0.307823599946796,0,0.192176400053204,0,TRUE,0,1,0,0,,,,,,,,,
,672,0,68,0,126061.51,2,1,1,184936.77,0,1,0,0,0.307908973872835,0,0.192091026127165,0,TRUE,0,1,0,0,,,,,,,,,
,651,0,45,2,165901.59,2,1,0,23054.51,1,0,0,0,0.308102218700526,1,0.191897781299474,0,FALSE,0,0,0,1,,,,,,,,,
,827,0,46,1,183276.32,1,1,1,13460.27,0,0,1,0,0.308545475192262,0,0.191454524807738,0,TRUE,0,1,0,0,,,,,,,,,
,640,1,46,8,0,2,1,0,89043.19,0,0,1,0,0.308603450349809,0,0.191396549650191,0,TRUE,0,1,0,0,,,,,,,,,
,640,0,44,3,137148.68,1,1,0,92381.01,1,0,0,0,0.308726069997633,0,0.191273930002367,0,TRUE,0,1,0,0,,,,,,,,,
,612,1,62,0,167026.61,2,1,1,192892.05,0,0,1,0,0.308938639525368,0,0.191061360474632,0,TRUE,0,1,0,0,,,,,,,,,
,703,1,38,9,99167.54,1,1,0,65720.92,0,1,0,0,0.309532099830724,0,0.190467900169276,0,TRUE,0,1,0,0,,,,,,,,,
,473,0,48,8,0,2,1,0,71139.8,0,0,1,0,0.309792706560705,0,0.190207293439295,0,TRUE,0,1,0,0,,,,,,,,,
,545,1,37,8,114754.08,1,1,0,136050.44,0,1,0,0,0.310724746486101,1,0.189275253513899,0,FALSE,0,0,0,1,,,,,,,,,
,581,0,49,10,0,2,0,0,41623.59,0,0,1,0,0.310725706328986,0,0.189274293671014,0,TRUE,0,1,0,0,,,,,,,,,
,490,1,41,0,139659.04,1,1,1,176254.12,0,1,0,0,0.31080863321128,0,0.18919136678872,0,TRUE,0,1,0,0,,,,,,,,,
,586,1,47,5,157099.47,2,1,1,65481.86,0,1,0,0,0.311217133415705,0,0.188782866584295,0,TRUE,0,1,0,0,,,,,,,,,
,762,1,44,7,159316.64,1,0,0,24780.13,1,0,0,0,0.311643944072857,0,0.188356055927143,0,TRUE,0,1,0,0,,,,,,,,,
,453,1,40,1,111524.49,1,1,1,120373.84,0,1,0,0,0.311672996154714,1,0.188327003845286,0,FALSE,0,0,0,1,,,,,,,,,
,575,0,43,3,0,1,1,0,83594.51,0,0,1,0,0.311883815021839,0,0.188116184978161,0,TRUE,0,1,0,0,,,,,,,,,
,625,1,45,3,0,1,1,1,184474.15,1,0,0,0,0.312188662693228,1,0.187811337306772,0,FALSE,0,0,0,1,,,,,,,,,
,581,1,46,1,0,2,1,0,104272.04,0,0,1,0,0.312866337010354,0,0.187133662989646,0,TRUE,0,1,0,0,,,,,,,,,
,592,0,37,4,212692.97,1,0,0,176395.02,1,0,0,0,0.312882321234247,0,0.187117678765753,0,TRUE,0,1,0,0,,,,,,,,,
,701,0,41,9,164046.1,1,1,0,49405.93,0,1,0,0,0.313197325967971,0,0.186802674032029,0,TRUE,0,1,0,0,,,,,,,,,
,651,0,41,1,90218.11,1,1,0,174337.68,0,1,0,0,0.313341534462833,0,0.186658465537167,0,TRUE,0,1,0,0,,,,,,,,,
,596,0,47,5,140187.1,2,1,1,174311.3,0,1,0,0,0.313447520315937,0,0.186552479684063,0,TRUE,0,1,0,0,,,,,,,,,
,740,1,36,4,109044.6,1,0,0,94554.74,0,1,0,0,0.313565869534233,1,0.186434130465767,0,FALSE,0,0,0,1,,,,,,,,,
,720,0,44,3,86102.27,1,1,0,180134.88,1,0,0,0,0.313796931098169,1,0.186203068901831,0,FALSE,0,0,0,1,,,,,,,,,
,621,1,43,8,0,1,0,0,102806.6,0,0,1,0,0.313877268867029,0,0.186122731132971,0,TRUE,0,1,0,0,,,,,,,,,
,581,1,34,1,101633.04,1,1,0,110431.51,0,1,0,0,0.314151927333458,0,0.185848072666542,0,TRUE,0,1,0,0,,,,,,,,,
,697,0,43,7,115371.94,2,1,0,64139.1,0,1,0,0,0.31418633676928,0,0.18581366323072,0,TRUE,0,1,0,0,,,,,,,,,
,579,0,41,0,141749.68,1,0,1,9201.53,0,1,0,0,0.314674133162423,0,0.185325866837577,0,TRUE,0,1,0,0,,,,,,,,,
,600,1,49,6,0,1,0,1,148087.88,1,0,0,0,0.314856952961482,1,0.185143047038518,0,FALSE,0,0,0,1,,,,,,,,,
,458,1,43,1,106870.12,2,1,0,100564.37,0,1,0,0,0.314874379970468,0,0.185125620029532,0,TRUE,0,1,0,0,,,,,,,,,
,716,1,44,6,155114.9,1,0,0,133871.83,1,0,0,0,0.315449829728368,0,0.184550170271632,0,TRUE,0,1,0,0,,,,,,,,,
,763,1,61,1,66101.89,1,1,1,143981.27,0,1,0,0,0.31573224606058,0,0.18426775393942,0,TRUE,0,1,0,0,,,,,,,,,
,626,1,44,10,81553.93,1,1,0,20063.63,1,0,0,0,0.315992407620235,1,0.184007592379765,0,FALSE,0,0,0,1,,,,,,,,,
,628,1,45,8,0,2,1,0,193903.06,1,0,0,0,0.316183032451917,0,0.183816967548083,0,TRUE,0,1,0,0,,,,,,,,,
,588,1,30,0,110148.49,1,1,0,5790.9,0,1,0,0,0.316196456520473,1,0.183803543479527,0,FALSE,0,0,0,1,,,,,,,,,
,560,1,44,5,143244.97,1,1,0,98661.27,1,0,0,0,0.316275022488389,0,0.183724977511611,0,TRUE,0,1,0,0,,,,,,,,,
,634,1,45,2,0,1,1,1,143458.31,1,0,0,0,0.316473469561903,0,0.183526530438097,0,TRUE,0,1,0,0,,,,,,,,,
,637,0,43,8,0,1,1,0,12156.93,0,0,1,0,0.316933539208441,1,0.183066460791559,0,FALSE,0,0,0,1,,,,,,,,,
,641,1,53,0,123835.52,2,0,1,160110.65,1,0,0,0,0.317642160464675,0,0.182357839535325,0,TRUE,0,1,0,0,,,,,,,,,
,645,0,49,2,0,2,0,0,10023.15,0,0,1,0,0.317961956530954,0,0.182038043469046,0,TRUE,0,1,0,0,,,,,,,,,
,660,1,37,2,133200.09,1,0,0,71433.88,0,1,0,0,0.318647074643949,0,0.181352925356051,0,TRUE,0,1,0,0,,,,,,,,,
,607,1,37,4,135927.06,1,0,0,180890.4,0,1,0,0,0.318872898938143,0,0.181127101061857,0,TRUE,0,1,0,0,,,,,,,,,
,728,1,59,4,0,1,1,1,163365.85,1,0,0,0,0.319363656545903,1,0.180636343454097,0,FALSE,0,0,0,1,,,,,,,,,
,648,1,50,9,102535.57,1,1,1,189543.19,1,0,0,0,0.320064140025919,0,0.179935859974081,0,TRUE,0,1,0,0,,,,,,,,,
,460,0,46,4,127559.97,2,1,1,126952.5,0,1,0,0,0.321283018378705,0,0.178716981621295,0,TRUE,0,1,0,0,,,,,,,,,
,605,1,51,3,136188.78,1,1,1,67110.59,1,0,0,0,0.321612665103379,1,0.178387334896621,0,FALSE,0,0,0,1,,,,,,,,,
,632,0,44,3,107764.75,1,1,0,185667.72,1,0,0,0,0.32169008885027,0,0.17830991114973,0,TRUE,0,1,0,0,,,,,,,,,
,556,1,47,2,139914.27,1,1,1,50390.98,1,0,0,0,0.322729602140793,0,0.177270397859207,0,TRUE,0,1,0,0,,,,,,,,,
,583,0,39,8,102945.01,1,0,0,52861.89,0,1,0,0,0.323011484470016,0,0.176988515529984,0,TRUE,0,1,0,0,,,,,,,,,
,694,1,38,5,195926.39,1,1,1,85522.84,1,0,0,0,0.323268095226193,0,0.176731904773807,0,TRUE,0,1,0,0,,,,,,,,,
,539,1,38,8,105435.74,1,0,0,80575.44,0,1,0,0,0.323594046863466,1,0.176405953136534,0,FALSE,0,0,0,1,,,,,,,,,
,604,1,53,2,121389.78,1,1,1,48201.64,1,0,0,0,0.324077127608236,1,0.175922872391764,0,FALSE,0,0,0,1,,,,,,,,,
,848,1,40,5,148495.64,1,0,0,158853.98,0,1,0,0,0.324354754647316,0,0.175645245352684,0,TRUE,0,1,0,0,,,,,,,,,
,437,1,43,6,0,1,1,0,148330.97,1,0,0,0,0.325447631061578,1,0.174552368938422,0,FALSE,0,0,0,1,,,,,,,,,
,558,0,39,10,144757.02,1,1,0,22878.16,0,1,0,0,0.325696142598599,1,0.174303857401401,0,FALSE,0,0,0,1,,,,,,,,,
,658,0,50,2,0,2,1,0,52137.73,0,0,1,0,0.325771836124134,0,0.174228163875866,0,TRUE,0,1,0,0,,,,,,,,,
,778,0,41,7,139706.31,1,1,0,63337.19,0,1,0,0,0.32607845880876,0,0.17392154119124,0,TRUE,0,1,0,0,,,,,,,,,
,682,1,46,2,0,1,1,1,114442.66,1,0,0,0,0.326381202251441,0,0.173618797748559,0,TRUE,0,1,0,0,,,,,,,,,
,612,0,76,6,96166.88,1,1,1,191393.26,0,1,0,0,0.32681054940935,0,0.17318945059065,0,TRUE,0,1,0,0,,,,,,,,,
,593,1,39,8,151391.68,1,1,0,27274.6,0,1,0,0,0.326923883519953,1,0.173076116480047,0,FALSE,0,0,0,1,,,,,,,,,
