,satisfaction_v2,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
75438,0,0,1,57,0,0,744,2,3,3,3,3,3,3,2,2,2,2,1,2,2,3,0.0
94643,1,0,1,47,0,1,769,5,5,5,5,3,4,5,4,4,4,4,4,4,5,0,3.0
37020,0,0,1,13,1,0,1998,4,5,4,2,2,4,2,2,4,4,4,4,5,2,0,0.0
61518,1,0,0,14,0,1,2528,5,0,5,1,5,5,5,5,4,2,4,5,5,5,6,0.0
127335,1,0,1,39,0,1,363,5,5,5,5,2,5,5,5,5,5,5,4,5,5,0,9.0
88556,1,0,1,46,0,1,989,2,2,2,2,3,4,5,3,3,4,3,5,3,5,47,41.0
99693,0,1,1,46,0,0,2759,4,4,4,4,4,4,4,3,1,4,4,4,3,4,155,142.0
122821,1,0,1,37,0,1,3515,1,1,5,1,4,5,5,5,5,5,5,5,5,3,0,0.0
7752,1,0,1,23,1,0,2130,1,1,1,1,5,5,5,3,3,4,3,4,3,4,6,0.0
30400,0,1,1,68,1,0,1976,3,5,3,3,4,3,4,4,5,4,5,5,4,4,0,22.0
21289,0,1,1,11,1,0,2603,3,1,4,3,5,4,5,5,1,3,2,3,3,5,0,0.0
52114,0,0,0,25,0,0,1597,3,2,3,4,1,3,1,1,2,5,4,3,4,1,48,52.0
33963,0,0,1,45,1,0,333,4,3,4,4,4,3,3,5,5,4,5,2,5,3,32,56.0
69987,0,0,1,60,0,1,1612,1,1,1,1,1,2,3,1,1,2,1,1,1,4,0,0.0
89731,1,0,1,40,0,1,1596,2,2,3,2,3,5,4,4,4,4,4,3,4,4,13,20.0
73794,1,0,1,43,0,0,1229,2,4,4,4,4,5,1,2,2,2,2,5,2,3,0,12.0
45046,0,0,0,38,0,0,1885,2,0,2,4,5,2,5,5,1,3,3,3,4,5,40,39.0
115781,1,1,1,27,0,1,1509,3,3,3,3,5,5,5,5,4,5,4,5,5,5,92,88.0
29643,0,1,1,30,1,1,1794,3,5,3,2,5,3,4,5,3,3,5,3,4,5,0,0.0
100592,1,1,1,47,0,1,541,2,2,2,2,5,5,5,4,4,4,4,3,4,5,0,0.0
115775,1,0,1,47,0,1,542,5,4,5,5,2,4,4,5,5,5,5,5,5,3,17,9.0
67376,0,1,1,30,0,1,3953,1,3,3,3,1,1,1,1,2,5,3,1,4,1,22,12.0
80497,0,0,1,49,0,0,545,3,3,3,3,2,2,2,3,3,3,3,4,3,3,0,0.0
1324,1,0,1,16,1,0,2068,4,1,2,3,2,3,3,3,3,2,3,1,3,2,0,0.0
93911,1,1,1,42,0,1,4013,2,2,2,2,3,5,5,4,4,4,4,3,4,3,41,49.0
94394,1,0,1,48,0,1,1852,5,5,5,5,3,5,4,4,4,4,4,5,4,4,52,51.0
84908,1,0,1,59,0,1,873,1,1,1,1,5,4,5,3,3,3,3,3,3,3,0,0.0
48872,0,1,0,26,0,1,2354,2,2,2,4,2,2,2,2,5,3,4,5,4,2,0,0.0
94069,1,1,1,46,0,1,988,5,5,5,5,4,4,4,4,4,4,4,5,4,4,0,0.0
51610,0,1,0,22,0,0,2230,3,2,2,2,2,2,1,2,3,2,3,4,3,2,36,37.0
48584,0,0,0,25,0,0,2314,2,2,2,4,4,2,4,4,3,4,4,2,4,4,25,26.0
59912,0,1,0,62,0,0,1869,4,4,4,3,1,4,1,1,1,1,3,4,4,1,0,6.0
33485,1,0,1,68,1,0,955,4,3,4,2,2,2,3,2,2,4,4,5,2,2,26,27.0
4991,1,0,1,63,1,0,859,2,3,4,3,4,1,2,2,2,2,2,4,2,4,14,7.0
32945,1,1,1,23,1,0,2107,4,2,4,3,2,4,5,2,3,4,3,1,4,2,0,0.0
20762,0,1,1,16,1,0,2127,3,1,3,3,2,3,2,2,3,1,3,1,4,2,46,59.0
13042,1,0,1,11,1,0,2205,3,3,3,3,1,4,1,4,4,4,4,5,4,1,0,0.0
28813,0,1,1,54,1,0,2099,3,5,3,1,2,3,2,2,5,5,4,3,4,2,0,0.0
16560,1,0,1,50,1,0,1009,5,5,5,5,4,4,4,4,3,1,3,1,5,4,3,0.0
44265,0,0,0,37,0,0,2541,1,4,1,4,5,1,5,5,4,4,3,2,3,5,23,18.0
103002,1,1,1,54,0,1,1497,5,5,5,5,3,4,5,4,4,4,4,5,4,3,0,0.0
103004,1,0,1,43,0,1,1503,2,2,2,2,3,4,5,4,4,4,4,5,4,3,20,0.0
36526,0,0,1,52,1,0,1520,4,5,3,4,2,5,5,2,2,3,2,3,2,4,0,0.0
114086,1,1,1,49,0,1,1774,3,3,3,3,4,4,5,5,5,5,5,3,5,3,2,0.0
82991,0,1,1,42,0,0,3301,3,4,4,4,3,3,3,3,2,2,3,1,3,3,8,15.0
3750,0,1,1,22,1,0,3293,1,4,1,2,2,1,2,2,4,4,5,4,2,2,28,14.0
104966,1,0,1,25,0,1,1449,2,2,5,2,4,4,4,4,3,4,5,4,4,4,0,0.0
79933,1,0,1,55,0,1,622,4,4,4,4,2,4,4,3,3,3,3,3,3,5,11,0.0
100299,1,0,1,60,0,1,3776,2,2,2,2,4,5,5,4,4,4,4,4,4,5,0,0.0
104958,1,0,1,53,0,1,3070,1,1,1,1,5,4,4,4,4,4,4,3,4,5,0,0.0
85331,1,0,1,35,0,1,2539,3,3,3,3,5,4,5,3,3,3,3,4,3,3,0,0.0
85334,0,0,1,28,0,1,3927,3,1,1,1,3,3,3,3,4,3,3,2,4,3,6,0.0
82888,0,0,1,49,0,1,2129,3,1,1,1,2,4,4,3,3,3,3,1,3,1,14,12.0
3310,0,1,1,13,1,0,1756,1,4,0,4,4,0,4,4,4,2,4,3,4,4,17,8.0
24653,0,1,1,50,1,0,1741,3,4,3,1,2,3,2,2,1,5,4,1,1,2,2,0.0
89977,1,0,1,27,0,1,3678,5,5,5,5,4,4,4,4,5,4,4,4,4,4,0,0.0
89975,1,0,1,46,0,1,3959,5,5,5,5,5,5,4,4,4,4,4,4,4,5,23,13.0
66751,0,1,1,45,0,1,3984,1,4,4,4,3,3,4,1,1,1,1,4,1,2,25,0.0
114341,1,1,1,42,0,1,1290,2,2,2,2,4,5,5,5,5,5,5,3,5,3,0,0.0
23081,1,0,1,18,1,0,2647,4,4,4,4,5,5,5,5,5,5,5,5,5,3,28,23.0
103840,1,0,1,41,0,1,2565,1,1,1,1,3,4,4,4,4,4,4,4,4,3,24,24.0
13046,1,0,1,47,1,1,949,3,3,5,3,3,4,5,4,4,4,4,5,4,4,32,19.0
111860,1,0,1,40,0,1,1071,2,2,2,2,4,5,4,4,4,5,4,5,4,3,16,36.0
79746,1,0,1,29,0,1,4226,1,1,1,1,3,3,3,3,5,3,5,4,5,3,52,54.0
128367,1,0,1,32,0,1,4509,5,5,5,5,5,5,5,5,5,4,5,3,5,5,17,9.0
98705,1,1,1,59,0,1,984,1,1,5,1,3,5,5,4,4,4,4,3,4,5,6,0.0
66246,0,0,1,25,0,1,3140,1,5,5,5,1,1,1,1,1,2,3,2,2,1,0,0.0
73951,1,1,1,42,0,1,608,2,2,2,2,1,2,3,2,2,2,2,3,2,2,0,0.0
25169,0,1,1,24,1,0,2717,3,4,3,2,4,3,4,4,3,3,4,4,4,4,0,0.0
121693,1,1,1,38,0,1,2561,4,4,4,4,5,5,4,5,5,5,5,3,5,5,0,21.0
129240,1,1,1,57,0,1,444,2,5,2,2,3,5,5,5,5,5,5,4,5,4,0,15.0
105920,1,1,1,39,0,1,2074,2,2,5,2,5,4,4,4,4,4,4,3,4,4,44,44.0
85836,0,0,1,60,0,1,441,3,3,3,3,3,4,3,3,3,3,3,4,3,4,0,0.0
942,1,0,1,7,1,0,2160,0,3,0,3,2,0,2,2,4,5,3,1,4,2,38,32.0
11255,1,0,1,56,1,0,509,5,5,5,5,3,5,4,4,4,4,4,4,4,4,10,0.0
15279,0,1,1,27,1,0,1079,2,4,2,4,1,2,1,1,5,2,5,5,5,1,10,3.0
30488,0,1,1,69,1,0,2004,3,5,3,3,4,3,4,4,3,2,1,5,3,4,28,48.0
15727,1,0,1,32,1,0,1320,1,1,1,1,5,4,4,4,4,4,4,3,4,4,8,6.0
41045,0,0,0,24,0,0,1355,1,0,1,1,4,1,4,4,3,5,5,4,5,4,12,10.0
128642,1,0,1,21,0,1,2157,3,3,3,3,5,5,5,5,5,3,5,5,4,5,0,0.0
34054,0,1,1,26,1,0,2027,4,3,5,4,3,5,3,3,1,2,4,1,4,3,3,0.0
28807,0,1,1,31,1,0,1548,3,5,3,1,1,3,1,1,4,3,5,5,4,1,35,16.0
13156,0,1,1,33,1,1,2122,2,4,2,2,2,2,2,2,4,5,4,3,4,2,0,0.0
129204,1,0,1,60,0,1,2760,1,1,1,1,4,4,5,5,5,5,5,5,5,5,15,0.0
129208,1,0,1,40,0,1,2188,3,1,3,3,5,5,5,5,5,5,5,5,5,3,24,20.0
56550,0,1,0,25,0,0,1616,3,5,3,5,4,3,4,4,5,1,1,3,3,4,5,0.0
58357,0,0,0,24,0,0,1592,4,4,3,4,2,3,2,2,4,1,3,1,3,2,0,0.0
31114,0,0,1,19,1,0,1773,3,5,3,4,2,3,2,2,3,3,4,4,4,2,0,0.0
39234,1,0,1,50,1,0,424,5,4,5,3,4,4,5,5,5,5,5,5,5,5,91,90.0
27938,1,0,1,30,1,0,1390,4,4,4,4,5,3,4,5,5,5,5,4,5,4,0,0.0
46491,0,0,0,35,0,1,2262,2,2,2,2,5,2,5,5,4,5,5,4,4,5,0,0.0
124900,1,1,1,40,0,1,1761,2,2,2,2,2,3,5,5,5,5,5,4,5,4,12,17.0
79929,1,1,1,58,0,1,3170,2,2,2,2,5,4,5,3,3,3,3,4,3,4,0,0.0
122844,1,1,1,51,0,1,2067,5,5,5,5,2,5,5,5,5,5,5,5,5,5,23,0.0
21336,1,0,1,70,1,1,307,1,1,1,1,2,4,5,4,4,5,5,3,4,3,20,31.0
116628,1,0,1,36,0,1,331,4,4,4,4,4,5,4,5,5,5,5,3,5,5,0,0.0
41127,0,1,0,24,0,0,1342,1,0,1,2,1,1,1,1,3,5,5,3,5,1,18,18.0
83753,0,1,1,43,0,1,2035,3,2,2,2,4,4,4,3,3,3,3,2,3,1,0,0.0
71934,0,0,1,59,0,1,287,2,4,4,4,2,3,3,2,2,2,2,2,2,3,45,42.0
81012,0,1,1,62,0,1,1526,3,2,2,2,5,3,2,3,3,3,3,3,3,1,15,20.0
83752,0,1,1,60,0,1,296,3,5,5,5,5,4,3,3,3,3,3,4,3,3,7,56.0
101732,0,1,1,65,0,1,344,4,4,4,4,2,2,3,4,4,4,4,2,4,2,0,0.0
71916,0,1,1,44,0,1,2199,2,4,4,4,1,2,2,2,2,2,2,3,2,3,44,34.0
80111,0,0,1,78,0,0,1801,3,3,3,3,3,3,3,4,1,3,2,3,3,3,259,243.0
66447,0,1,1,47,0,1,3453,1,4,4,4,3,1,2,1,1,1,1,1,1,4,11,17.0
83015,0,1,1,41,0,0,1531,3,3,3,3,3,3,3,3,3,3,3,2,3,3,0,0.0
7927,0,1,1,40,1,0,1140,1,5,2,3,1,2,1,1,4,5,5,4,5,1,5,0.0
39683,1,1,1,51,1,0,1501,5,5,5,2,3,5,4,3,3,4,4,5,4,3,0,0.0
34888,0,1,1,16,1,0,2049,4,4,4,2,4,3,3,3,5,4,4,3,3,3,131,145.0
88650,1,0,1,48,0,1,2078,2,4,2,2,2,4,4,3,3,4,3,5,3,4,36,18.0
40158,1,0,0,18,0,0,2317,0,0,0,2,3,0,3,3,5,3,5,5,5,3,0,0.0
80719,1,0,1,36,0,1,3312,3,3,3,3,2,4,5,3,3,3,3,4,3,3,59,40.0
50854,0,1,0,24,0,0,2210,3,0,3,3,2,3,2,2,3,3,4,3,4,2,0,0.0
99575,1,0,1,59,0,1,1943,3,3,3,3,2,5,5,4,4,4,4,5,4,4,5,0.0
48848,0,0,0,22,0,0,1600,2,2,2,4,4,2,4,4,4,3,5,3,5,4,19,14.0
126052,1,0,1,59,0,1,3347,3,3,3,3,3,4,5,5,5,5,5,3,5,4,23,22.0
79569,0,1,1,19,0,0,1932,2,5,5,5,2,3,3,2,2,1,3,4,3,2,29,11.0
44584,0,1,0,25,0,1,1716,2,0,2,1,4,2,4,4,4,3,4,3,4,4,0,0.0
126056,1,1,1,28,0,1,3661,4,4,4,4,5,5,5,5,3,5,4,3,5,5,6,3.0
68434,0,1,1,52,0,1,2680,1,1,1,1,3,4,3,1,1,1,1,1,1,4,1,0.0
84877,0,1,1,48,0,0,2077,3,2,2,2,3,3,3,3,2,4,3,4,4,3,3,0.0
84484,0,1,1,54,0,0,1775,3,5,5,5,3,3,3,3,2,4,4,1,4,3,12,4.0
111917,1,1,1,58,0,1,766,2,2,2,2,4,5,5,4,4,5,4,3,4,4,39,32.0
59055,0,1,0,33,0,0,2340,4,4,4,2,2,4,4,2,4,4,2,2,3,2,0,0.0
6569,1,0,1,26,1,0,1403,3,1,3,3,3,3,3,3,5,5,3,4,4,3,21,7.0
37461,0,1,1,18,1,0,1989,4,5,4,3,5,4,3,5,2,2,5,5,2,5,101,92.0
98072,1,1,1,41,0,1,1724,2,2,2,2,2,4,4,4,4,4,4,3,4,4,8,20.0
25859,1,0,1,15,1,0,3008,1,1,1,1,2,1,2,5,5,5,5,5,5,1,16,25.0
62195,1,1,0,25,0,0,2371,5,4,4,2,5,4,5,5,3,3,4,4,5,5,11,13.0
87807,1,0,1,29,0,1,1762,5,5,5,5,3,4,3,3,5,2,4,3,4,3,0,0.0
126074,1,1,1,40,0,1,1565,1,1,2,1,3,5,5,5,5,5,5,4,5,4,1,0.0
48851,0,1,0,34,0,0,2189,2,2,2,4,4,2,4,4,4,4,4,1,4,4,7,37.0
6075,0,1,1,16,1,0,1565,1,5,1,1,2,1,2,2,5,4,1,3,2,2,91,79.0
34040,0,0,1,14,1,0,1934,4,3,5,3,1,5,1,1,1,2,3,1,3,1,15,0.0
54018,0,0,0,24,0,0,2254,3,3,3,3,2,3,5,2,3,2,4,3,4,2,18,0.0
65831,0,1,1,68,0,1,1541,1,0,0,3,4,3,3,1,1,0,1,2,1,3,14,11.0
79062,0,1,1,34,0,0,2988,2,3,3,3,2,3,2,2,4,3,4,2,3,2,14,5.0
81531,0,0,1,36,0,1,1550,3,4,2,4,3,3,3,3,3,3,3,4,3,4,2,22.0
66698,0,0,1,27,0,1,2897,1,4,4,4,1,1,1,1,3,5,3,2,4,1,11,0.0
15537,1,0,1,12,1,0,2587,4,2,2,2,3,3,1,4,4,4,4,2,4,1,0,0.0
34655,1,0,1,41,1,0,2912,4,4,4,2,1,4,1,1,5,1,4,2,2,1,0,0.0
30905,0,0,1,19,1,0,2332,3,5,3,4,2,3,2,2,4,2,4,4,4,2,0,0.0
6762,0,1,1,17,1,0,3085,1,5,1,3,3,1,3,3,1,5,2,2,4,3,43,49.0
13598,0,1,1,12,1,0,2725,2,4,2,3,3,2,3,3,4,3,3,5,5,3,32,34.0
23530,0,1,1,31,1,0,3164,3,3,3,4,2,3,1,2,4,1,2,4,4,2,6,8.0
105699,0,0,1,45,0,1,466,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0.0
119271,1,1,1,53,0,1,3572,3,3,3,3,5,5,5,5,5,5,5,3,5,5,7,0.0
55723,0,1,0,23,0,0,1365,3,4,3,2,4,3,4,4,5,5,4,3,5,4,38,32.0
85724,0,1,1,75,0,1,3043,3,4,4,4,3,4,3,3,3,3,3,3,3,4,102,96.0
56675,1,1,0,25,0,1,2146,4,0,4,1,5,4,1,5,4,5,4,3,4,5,5,0.0
102042,1,0,1,41,0,1,280,4,4,4,4,4,5,5,4,4,4,4,3,4,5,0,12.0
52631,0,1,0,65,0,1,1325,3,3,3,2,1,3,1,1,3,2,4,5,4,1,0,0.0
95746,1,0,1,40,0,1,3524,1,1,1,1,3,5,4,4,4,4,4,3,4,5,53,53.0
77292,0,1,1,54,0,1,2846,2,1,1,1,4,3,3,2,2,2,2,4,2,1,0,0.0
129541,1,0,1,40,0,1,277,5,5,5,5,4,4,5,5,5,5,5,5,5,4,15,20.0
119938,1,1,1,47,0,1,2293,4,4,3,4,3,4,4,5,5,5,5,4,5,5,31,24.0
116712,1,0,1,49,0,1,1917,4,4,4,4,3,4,4,5,5,5,5,5,5,3,8,6.0
119351,1,1,1,57,0,1,2260,1,1,1,1,4,5,5,5,5,5,5,5,5,4,1,10.0
50737,0,0,0,25,0,1,1193,3,0,3,2,4,3,1,4,5,4,4,5,5,4,16,15.0
95744,1,0,1,57,0,1,2856,3,3,1,3,4,5,4,4,4,4,4,3,4,5,0,0.0
105831,0,0,1,30,0,1,4500,4,2,2,2,4,4,4,4,4,2,4,4,3,4,69,60.0
49419,0,1,0,21,0,0,1452,2,3,2,3,4,2,4,4,4,2,3,4,2,4,13,3.0
101121,0,1,1,37,0,0,2136,4,1,1,1,4,4,4,2,5,3,4,4,4,4,177,196.0
76897,0,1,1,38,0,1,432,2,1,1,1,4,4,4,2,2,2,2,4,2,3,0,0.0
43644,0,0,0,27,0,0,1134,1,2,1,4,3,1,5,3,4,4,3,3,4,3,26,45.0
85784,0,1,1,19,0,1,2107,3,4,1,4,3,3,3,3,4,1,3,4,4,3,24,18.0
5881,1,0,1,57,1,0,271,1,1,1,1,2,2,2,2,3,5,5,4,4,2,0,4.0
486,1,1,1,17,1,0,1194,0,4,0,4,4,0,4,4,4,3,3,1,3,4,14,14.0
19099,1,0,1,25,1,0,2079,5,5,5,5,5,4,5,5,4,3,5,4,4,5,6,8.0
24011,0,1,1,21,1,0,1969,3,4,0,1,2,0,2,2,5,2,5,5,4,2,16,12.0
24917,0,1,1,69,1,0,1764,3,4,3,1,5,3,5,5,3,3,4,5,1,5,14,7.0
21960,0,1,1,32,1,0,1609,3,2,3,3,4,3,4,4,2,1,3,4,4,4,0,2.0
3987,1,0,1,22,1,0,1457,0,1,1,2,2,4,3,3,3,3,4,5,3,2,0,0.0
30719,1,0,1,56,1,0,286,5,5,5,5,4,4,5,5,5,5,5,5,5,4,0,0.0
24072,0,1,1,67,1,0,1698,3,4,0,3,4,0,4,4,3,3,4,4,5,4,0,0.0
29051,1,0,1,28,1,0,1228,3,3,3,3,5,4,5,5,5,5,5,5,5,3,53,58.0
75196,0,1,1,62,0,0,1646,2,2,2,2,2,2,2,2,3,1,4,3,3,2,1,2.0
43980,0,0,0,24,0,0,2192,1,3,1,4,2,1,2,2,1,2,4,4,4,2,3,0.0
99778,1,1,1,50,0,1,678,5,5,5,5,2,5,4,4,4,4,4,5,4,4,0,0.0
87925,1,0,1,54,0,1,373,5,5,5,5,4,5,4,3,3,4,3,4,3,3,27,23.0
62049,1,1,0,21,0,1,1481,5,2,5,2,3,5,3,3,4,2,4,5,4,3,36,33.0
54333,0,0,0,17,0,0,2074,3,3,3,3,2,3,2,2,2,1,3,3,4,2,0,0.0
64453,1,1,1,60,0,1,3534,0,0,0,4,4,5,4,4,4,4,4,5,4,3,24,8.0
106182,0,0,1,18,0,1,1832,4,4,2,4,4,4,4,4,2,2,3,4,4,4,0,0.0
110326,1,0,1,53,0,0,392,4,3,3,3,1,5,5,5,5,4,5,3,5,4,0,0.0
39439,1,1,1,32,1,0,1227,5,4,5,5,4,5,4,4,3,4,5,3,4,4,3,0.0
38223,0,0,1,7,1,0,1942,4,5,4,5,2,4,2,2,4,4,5,5,4,2,0,0.0
127279,1,1,1,45,0,1,2570,4,4,4,4,2,4,4,5,5,5,5,4,5,3,10,3.0
92217,1,1,1,45,0,1,1720,2,3,2,2,4,4,5,4,4,4,4,4,4,4,0,0.0
15317,1,0,1,70,1,0,398,4,3,3,3,5,3,3,4,4,4,4,1,4,5,0,0.0
41420,0,0,0,72,0,1,1066,1,1,1,1,1,1,1,1,5,4,4,5,4,1,12,15.0
54522,0,1,0,48,0,1,1911,3,3,3,4,2,3,1,2,1,3,4,3,3,2,11,6.0
86122,0,0,1,30,0,0,922,3,1,3,3,3,3,3,3,3,1,4,3,4,3,9,7.0
62085,1,1,0,22,0,1,1595,5,3,4,1,3,4,3,3,4,2,5,3,4,3,26,32.0
60706,0,0,0,40,0,1,1268,4,4,4,5,3,4,3,3,2,1,5,2,4,3,0,0.0
38690,1,1,1,42,1,0,2097,5,2,5,4,5,5,5,5,4,5,4,1,4,5,0,1.0
102195,1,0,1,45,0,1,2764,4,4,4,4,5,4,5,4,4,4,4,3,4,3,5,0.0
107624,1,1,1,23,0,1,2379,2,2,2,2,4,4,4,4,3,2,4,3,4,4,0,0.0
114997,1,1,1,39,0,1,877,1,1,1,1,4,4,4,5,5,5,5,5,5,5,0,0.0
125814,1,1,1,57,0,1,1807,1,1,1,1,2,4,4,5,5,5,5,4,5,3,0,0.0
61234,0,1,0,22,0,0,2194,4,5,5,3,4,5,4,4,4,2,4,2,4,4,0,0.0
68757,0,1,1,38,0,0,1518,1,4,5,4,1,1,1,1,4,2,3,2,3,1,7,0.0
53346,1,1,0,45,0,1,2351,3,3,3,3,4,3,4,4,3,4,4,3,4,4,20,18.0
94954,1,0,1,34,0,1,612,4,4,4,4,2,4,5,4,4,4,4,4,4,3,14,9.0
63422,1,0,0,25,0,1,1813,5,5,5,4,5,5,1,5,5,4,4,4,5,5,72,96.0
50400,0,0,0,26,0,1,2175,2,5,2,3,1,2,1,1,5,2,4,5,5,1,42,40.0
104792,1,1,1,47,0,1,2538,1,1,1,1,3,5,4,4,4,4,4,3,4,3,0,0.0
69016,0,1,1,27,0,0,2149,1,3,2,3,1,1,1,1,2,4,4,2,3,1,0,0.0
99167,1,1,1,39,0,1,841,1,1,1,1,5,4,4,4,4,4,4,4,4,5,36,32.0
99165,1,1,1,53,0,1,849,3,3,3,3,2,4,5,4,4,4,4,3,4,4,0,0.0
90762,1,0,1,30,0,1,3212,5,5,5,5,4,4,4,4,3,3,5,4,5,4,36,36.0
87144,0,1,1,37,0,0,2387,4,1,1,1,4,3,4,4,4,4,3,1,4,4,0,0.0
59360,1,0,0,40,0,1,2105,4,4,4,3,5,4,5,5,5,3,4,3,5,5,0,4.0
106539,1,0,1,43,0,1,3539,1,1,3,1,4,4,4,4,3,5,5,4,5,4,94,134.0
64314,1,0,1,37,0,1,4027,0,0,0,3,5,2,4,4,4,4,4,1,4,3,0,0.0
8118,1,0,1,63,1,0,300,1,1,1,1,3,4,3,3,3,3,4,4,4,3,6,3.0
40097,1,1,0,20,0,1,1569,0,0,0,1,1,0,1,1,5,4,4,4,4,1,0,0.0
38238,1,0,1,45,1,0,293,4,5,4,5,2,4,5,4,4,4,4,5,4,5,6,2.0
112381,1,0,1,59,0,1,3173,2,2,2,2,5,5,4,4,4,5,4,5,4,5,3,2.0
86170,0,1,1,29,0,0,2180,3,5,5,5,3,3,3,3,3,5,3,2,4,3,20,12.0
129463,1,1,1,47,0,1,3715,2,2,2,2,3,5,4,5,5,5,5,3,5,4,72,63.0
64855,1,0,1,46,0,1,3353,0,1,1,3,2,5,4,3,3,3,4,3,3,4,0,0.0
22412,0,1,1,50,1,0,1989,3,2,3,4,5,3,3,5,4,5,3,1,3,5,0,0.0
7750,0,1,1,18,1,1,1813,1,5,1,5,3,1,3,3,3,3,5,4,4,3,0,0.0
71622,0,1,1,42,0,0,1607,2,3,3,3,2,2,2,2,1,4,3,1,3,2,0,12.0
38297,0,1,1,66,1,0,1971,4,5,5,2,3,5,3,3,3,4,4,5,5,3,0,0.0
3925,0,0,1,30,1,0,2116,1,4,1,2,1,4,5,4,4,4,4,5,4,5,158,166.0
93923,1,0,1,40,0,1,2872,1,1,1,1,5,5,5,4,4,4,4,5,4,5,7,0.0
41707,0,1,0,46,0,1,2540,1,1,1,2,3,1,3,3,5,4,5,3,5,3,15,1.0
25948,1,0,1,65,1,1,1036,4,1,4,4,3,5,4,5,5,5,5,5,5,5,12,8.0
117664,1,1,1,40,0,1,3165,4,3,4,4,2,4,5,5,5,5,5,3,5,4,0,0.0
90144,1,1,1,48,0,1,1129,2,2,2,2,5,5,5,4,4,4,4,4,4,4,18,5.0
93964,1,1,1,41,0,1,5348,4,4,4,4,4,4,4,4,4,4,5,4,3,4,168,185.0
98440,1,1,1,45,0,1,1008,5,5,5,5,5,5,4,4,4,4,4,5,4,3,0,12.0
50145,0,1,0,25,0,1,2438,2,4,2,4,2,2,2,2,5,3,5,4,4,2,0,0.0
66901,0,0,1,9,0,1,3109,1,3,3,3,1,1,1,1,2,1,4,2,4,1,2,11.0
99086,1,1,1,60,0,1,884,5,5,5,5,2,5,5,4,4,4,4,4,4,3,75,60.0
68187,0,0,1,54,0,0,1023,1,5,2,5,4,3,3,1,1,1,1,3,1,4,114,108.0
82009,1,0,1,49,0,1,1013,1,1,1,1,3,4,4,3,3,3,3,5,3,5,0,0.0
63023,1,0,0,14,0,0,2557,5,5,5,3,3,5,3,3,3,2,5,5,5,3,0,0.0
59486,0,0,0,49,0,0,2713,4,4,4,3,5,4,1,5,4,3,3,4,4,5,0,0.0
55211,0,0,0,50,0,0,1949,3,3,3,4,2,3,2,2,2,1,4,1,3,2,5,5.0
27098,0,1,1,22,1,0,2474,3,4,3,4,4,3,4,4,3,2,4,3,4,4,19,16.0
39044,1,1,1,67,1,0,2492,5,4,5,2,2,5,2,2,3,4,5,5,5,2,0,0.0
21080,0,0,1,43,1,0,2771,3,1,3,4,3,2,3,3,2,4,4,3,3,3,294,316.0
30154,0,1,1,56,1,0,1889,3,5,3,3,3,3,3,3,3,4,5,3,4,3,1,1.0
1450,0,1,1,21,1,0,1871,1,1,1,4,5,1,5,5,3,5,3,1,4,5,12,22.0
13782,1,0,1,63,1,0,1022,1,1,1,1,4,4,4,4,3,3,5,3,5,4,7,16.0
43150,0,1,0,34,0,0,2211,1,1,1,4,3,1,3,3,2,3,3,4,3,3,12,9.0
73392,0,1,1,25,0,1,2366,2,2,2,2,2,2,2,2,1,2,3,3,3,2,0,0.0
26109,1,0,1,46,1,0,797,5,4,5,5,5,5,5,5,3,3,4,5,5,5,2,8.0
89004,0,0,1,23,0,0,1923,4,1,1,1,4,4,3,4,4,3,3,1,3,4,1,11.0
91652,1,1,1,53,0,1,2546,2,2,3,2,2,4,4,4,4,4,4,5,4,1,29,20.0
103957,1,1,1,49,0,0,1254,4,3,3,3,4,4,4,4,1,3,2,4,5,4,10,0.0
26022,1,0,1,7,1,0,2208,1,1,5,1,5,4,4,5,5,5,5,5,5,3,1,0.0
26020,0,1,1,41,1,0,2112,3,4,3,3,2,3,2,2,1,1,3,1,4,2,33,32.0
6028,0,1,1,64,1,0,1939,1,5,1,1,4,1,4,4,4,4,4,4,5,4,1,0.0
17937,1,0,1,57,1,0,895,4,4,4,4,3,4,5,4,4,4,4,3,4,3,36,15.0
90596,1,0,1,52,0,1,3691,3,3,3,3,5,4,4,4,4,4,4,3,4,3,12,11.0
49672,0,1,0,14,0,0,2572,2,3,3,3,3,2,3,3,4,5,1,1,3,3,5,22.0
59220,1,1,0,19,0,0,2219,4,4,4,3,4,4,4,4,4,4,4,5,4,4,2,0.0
14716,0,0,1,21,1,1,3668,2,4,2,4,2,5,5,2,1,3,3,5,4,5,209,228.0
52286,0,1,0,44,0,1,3326,3,3,3,1,4,3,1,4,5,2,4,3,5,4,15,0.0
78399,1,0,1,41,0,1,1753,5,5,5,5,2,5,4,3,3,2,3,5,3,5,3,0.0
99052,0,1,1,48,0,0,3539,4,2,1,2,4,4,4,4,1,3,3,2,2,4,0,0.0
78216,0,0,1,77,0,1,1873,3,5,5,5,4,4,4,3,3,2,3,1,3,1,11,25.0
68044,0,1,1,32,0,1,2689,1,5,4,5,1,1,1,1,1,1,2,4,3,1,0,0.0
